0 0 0 ..I...BBI.K.GHAAKLGHDDKLG..JEEFF.J..
1 1 0 ..I.K.BBI.K.GHAAKLGHDD.LG..JEEFF.J.. K99 
1 1 0 ..I..LBBI.KLGHAAK.GHDDK.G..JEEFF.J.. K99 L98 
1 1 0 ..I...BBI.K.GHAAKLGHDDKLG..JEE.FFJ.. K99 L98 F99 
1 1 0 ..I...BBI.K.G.AAKLGHDDKLGH.JEEFF.J.. K99 L98 F99 H99 
1 1 0 ..I...BBI.KLGHAAKLGHDDK.G..JEEFF.J.. K99 L99 F99 H99 
2 2 0 ..I.K.BBI.KLGHAAKLGHDD..G..JEEFF.J.. K99 L99 F99 H99 
2 2 0 ..I...BBI.KLG.AAKLGHDDK.GH.JEEFF.J.. K99 L99 F99 H99 
2 2 0 ..I...BBI.K.G.AAKLGHDDKLGH.JEE.FFJ.. K99 L99 F99 H99 
2 2 0 ..I...BBI.K..HAAKLGHDDKLG..JEEGFFJ.. K99 L99 F99 H99 G99 
2 2 0 ..I.K.BBI.K.GHAAKLGHDD.LG..JEE.FFJ.. K99 L99 F99 H99 G99 
2 2 0 ..I...BBI.KLGHAAKLGHDDK.G..JEE.FFJ.. K99 L99 F99 H99 G99 
2 2 0 ..I.K.BBI.K.GHAAKLGH.DDLG..JEEFF.J.. K99 L99 F99 H99 G99 D99 
2 2 0 ..I...BBI.K.GAA.KLGHDDKLGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
2 2 0 ..I.K.BBI.K.G.AAKLGHDD.LGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
2 2 0 ..I.KLBBI.KLGHAAK.GHDD..G..JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
2 2 0 ..I..LBBI.KLG.AAK.GHDDK.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
2 2 0 ..I..LBBI.KLGHAAK.GHDDK.G..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.KLGHAAKLGH..DDG..JEEFF.J.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I..LBBI.KLG.AAK.GHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I..LBBI.KL.HAAK.GHDDK.G..JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I.K.BBI.K..HAAKLGHDD.LG..JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I...BBI.K...AAKLGHDDKLGH.JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I...BBI.K.GAA.KLGHDDKLGH.JEE.FFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I.K.BBI.K.GHAAKLGH.DDLG..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.KLG.AAKLGHDD..GH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLGHAAK.GHDD..G..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.K.G.AAKLGHDD.LGH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I...BBI.KLGAA.KLGHDDK.GH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.K.GAA.KLGHDD.LGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLGHAAK.GH.DD.G..JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I..LBBI.KLGAA.K.GHDDK.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.K.G.AAKLGH.DDLGH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I...BBI.KL.HAAKLGHDDK.G..JEEGFFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I...BBI.KLG.AAKLGHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLGHAAK.GH..DDG..JEEFF.J.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I.K.BBI.KLGHAAKLGH.DD.G..JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLG.AAK.GHDD..GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.KLGHAAKLGHDD..G..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
4 4 0 ..I.K.BBI.KLGHAAKLGH..DDG..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
4 4 0 ..I...BBI.KL..AAKLGHDDK.GH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A99 
4 4 0 ..I.K.BBI.KLGHAAKLGH.JDDG..JEEFF.... K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KLG.AAK.GH.DD.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KLGAA.K.GHDD..GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KLG.AAK.GH..DDGH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.KLG.AAKLGH..DDGH.JEEFF.J.. K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.KLBBI.KLGHAAK.GH.JDDG..JEEFF.... K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I..LBBI.KLGAA.K.GHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I...BBI.K..AA.KLGHDDKLGH.JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.K.BBI.KL.HAAKLGHDD..G..JEEGFFJ.. K99 L99 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.K.BBI.K...AAKLGHDD.LGH.JEEGFFJ.. K99 L99 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.KLBBI.KLGHAAK.GH.DD.G..JEE.FFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K.G.AAKLGH.DDLGH.JEE.FFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K..HAAKLGH.DDLG..JEEGFFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.KLG.AAKLGHDD..GH.JEE.FFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K.GAA.KLGH.DDLGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KL.HAAK.GHDD..G..JEEGFFJ.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K.GAA.KLGHDD.LGH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I...BBI.K.AA..KLGHDDKLGH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.KLBBI.KLG.AAK.GHDD..GH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I..LBBI.KL..AAK.GHDDK.GH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.K.BBI.KLG.AAKLGH.DD.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.K.BBI.KLGAA.KLGHDD..GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I...BBI.KLGAA.KLGHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.K.BBI.KLGHAAKLGH.DD.G..JEE.FFJ.. K99 L99 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.KLBBI.KLGHAAK.GH..DDG..JEE.FFJ.. K99 L99 F99 H99 G99 D99 A98 J99 
5 5 0 ..I..LBBI.KLAA..K.GHDDK.GH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
9 9 0 ..I..LBBIJKLGAAJK.GHDDK.GHEE..FF.... K98 L98 F98 H98 G99 D96 A98 J98 I99 E99 B99 
9 9 0 ..IJK.BBIJKL..AAKLGH..DDGH..EEG.FF.. K98 L98 F98 H98 G99 D96 A98 J98 I99 E99 B99 
9 9 0 ..I..LBBI.KLG.AAK.GDD.K.GH.JEE.H.JFF K98 L98 F98 H98 G99 D96 A98 J98 I99 E99 B99 
9 9 0 ..IJK.BBIJKLGHAAKLGH..DDG..EE.FF.... K98 L98 F98 H98 G99 D96 A98 J98 I99 E99 B99 
9 9 0 ..IJK.BBIJKLG.AAKLGH..DDGH.EE....FF. K98 L98 F97 H98 G99 D96 A98 J98 I99 E99 B99 
9 9 0 ....KLBB..KLAAI.K.GHIJDDGH.JEEG...FF K98 L98 F97 H98 G99 D96 A98 J98 I98 E99 B99 
9 9 0 ..I.K.BBIJKLGAAJKLGHDD..GHEE...FF... K98 L98 F97 H98 G99 D96 A98 J98 I98 E99 B99 
9 9 0 ....KLBB..KL.AA.K.GHI.DDGHIJEEGFFJ.. K98 L98 F97 H98 G99 D96 A97 J98 I98 E99 B99 
9 9 0 ..I.K.BBIJKL.AAJKLGHDD..GH..EEG...FF K98 L98 F97 H98 G99 D96 A97 J98 I98 E99 B99 
9 9 0 ..IJK.BBIJKLG.AAKLGH..DDGH.EE...FF.. K98 L98 F97 H98 G99 D96 A97 J98 I98 E99 B99 
9 9 0 ..IJ.LBBIJKLGAA.K.GHDDK.GH..EE...FF. K98 L98 F97 H98 G99 D96 A97 J98 I98 E99 B99 
9 9 0 ..IJK.BBIJKLG.AAKLGH.DD.GH..EE.FF... K98 L98 F97 H98 G99 D96 A98 J98 I98 E99 B99 
9 9 0 ..I.K.BBI.KL..AAKLGH.DD.GH.JEEG..JFF K98 L98 F97 H98 G99 D96 A98 J98 I98 E99 B99 
9 9 0 ..I.K.BBI.KL..AAKLGDD...GH.JEEGH.JFF K98 L98 F97 H98 G99 D96 A98 J98 I98 E99 B99 
9 9 0 ..IJK.BBIJKLGAA.KLGHDD..GHEE......FF K98 L98 F97 H98 G99 D96 A98 J98 I98 E98 B99 
9 9 0 ..IJK.BBIJKLGAA.KLG..DD.GH..EE.HFF.. K98 L98 F97 H98 G99 D97 A98 J98 I98 E98 B99 
9 9 0 ..I.K.BBIJKLGAAJKLGH.DD.GHEE....FF.. K98 L98 F97 H98 G99 D97 A98 J98 I98 E98 B99 
9 9 0 ..IJK.BBIJKLGAA.KLGHDD..GH.EE...FF.. K98 L98 F97 H98 G99 D96 A98 J98 I98 E98 B99 
9 9 0 ..I.K.BBIJK.GAAJKLGH.DDLGH.EE.FF.... K98 L96 F97 H98 G99 D96 A98 J98 I98 E98 B99 
9 9 0 ....KLBB..KLAA..K.GHIJDDGHIJEEG..FF. K98 L96 F97 H98 G99 D96 A98 J98 I97 E98 B99 
9 9 0 ..I.K.BBIJK.GAAJKLGHDD.LGHEE..FF.... K98 L98 F97 H98 G99 D96 A98 J98 I97 E98 B99 
10 10 0 ..IJK.BBIJK.GAA.KLG..DDLGH..EE.HFF.. K98 L96 F97 H98 G99 D96 A98 J98 I97 E98 B99 
10 10 0 ..IJKLBBIJKLAA..K.G.DD..GH..EEGHFF.. K98 L96 F97 H98 G99 D96 A98 J98 I97 E98 B99 
10 10 0 ..IJK.BBIJKL..AAKLG...DDGH..EEGH..FF K98 L96 F97 H98 G99 D96 A98 J98 I97 E98 B99 
10 10 0 ....K...BBKLAA..KLG..JDDGHIJEEGHI.FF K98 L96 F97 H98 G99 D96 A98 J98 I97 E98 B98 
10 10 0 ....K.BB..KL..AAKLG..JDDGHIJEEGHI.FF K98 L96 F97 H98 G99 D96 A96 J98 I97 E98 B98 
10 10 0 ....K.BB..KLAA.JKLG..JDDGHI.EEGHI.FF K98 L96 F97 H98 G99 D96 A96 J98 I97 E98 B98 
10 10 0 ..IJKLBBIJKLAA..K.GDD...GH..EEGHFF.. K98 L96 F97 H98 G99 D95 A96 J98 I97 E98 B98 
10 10 0 ..IJK.BBIJKLG.AAKLG..DD.GH..EE.HFF.. K98 L96 F97 H98 G99 D97 A96 J98 I97 E98 B98 
10 10 0 ....K.BB.JKLAA.JKLG...DDGHI.EEGHI.FF K98 L96 F97 H98 G99 D97 A96 J97 I97 E98 B98 
10 10 0 ..IJK.BBIJK.GAA.KLGHDD.LGH.EE....FF. K98 L96 F97 H98 G99 D97 A96 J97 I97 E98 B98 
10 10 0 ..IJK.BBIJKLGHAAKLGHDD..G.EE..FF.... K98 L96 F97 H98 G99 D97 A96 J97 I97 E98 B98 
10 10 0 ..IJKLBBIJKLAA..K.GH..DDGHEE..G...FF K98 L96 F97 H98 G99 D97 A96 J97 I97 E98 B98 
10 10 0 ..IJKLBBIJKL.AA.K.G..DD.GH..EEGHFF.. K98 L96 F97 H98 G99 D97 A96 J97 I97 E98 B98 
10 10 0 ....KLBB..KLAA.JK.GH.JDDGHI.EEG.I.FF K98 L96 F97 H98 G99 D97 A96 J98 I97 E98 B98 
10 10 0 ..IJK.BBIJKLG.AAKLG...DDGH.EE..HFF.. K98 L96 F97 H98 G99 D97 A96 J98 I97 E99 B98 
10 10 0 ..I.KLBBI.KL.AAJK.G..JDDGHEE..GHFF.. K98 L96 F97 H98 G99 D97 A96 J98 I97 E99 B98 
10 10 0 ....KLBB.JKLAA.JK.GHI.DDGHI.EEG...FF K98 L96 F97 H98 G99 D97 A96 J97 I97 E99 B98 
10 10 0 ..I.KLBBIJKLAA.JK.G..DD.GH..EEGH..FF K98 L96 F97 H98 G99 D97 A96 J97 I97 E99 B98 
10 10 0 ..IJ.LBBIJKL.AA.K.GHDDK.GH..EEG..FF. K98 L96 F97 H98 G99 D97 A96 J97 I97 E99 B98 
10 10 0 ....KLBBIJKLAAIJK.G...DDGH..EEGH..FF K98 L96 F97 H98 G99 D97 A96 J97 I99 E99 B98 
10 10 0 ....KLBB..KL.AA.K.GHIJDDGHIJEEG...FF K98 L96 F97 H98 G99 D97 A97 J97 I99 E99 B98 
10 10 0 ....KL.BB.KLAA..K.GHIJDDGHIJEEG...FF K98 L96 F97 H98 G99 D97 A97 J97 I99 E99 B99 
10 10 0 ..I..LBBIJKLGAAJK.GDD.K.GH..EE.HFF.. K98 L96 F97 H98 G99 D97 A97 J97 I99 E99 B99 
10 10 0 ..I.K.BBI.KL.AAJKLG..JDDGHEE..GH..FF K98 L96 F97 H98 G99 D97 A97 J97 I99 E99 B99 
10 10 0 ..IJK.BBIJKLG.AAKLG...DDGHEE...H..FF K98 L96 F97 H98 G99 D97 A97 J97 I99 E98 B99 
10 10 0 ....K.BB..KL.AA.KLGHIJDDGHIJEEG.FF.. K98 L96 F97 H98 G99 D97 A97 J97 I99 E98 B99 
10 10 0 ....KLBB..KLAA.JK.G..JDDGHI.EEGHIFF. K98 L96 F97 H98 G99 D97 A97 J98 I99 E98 B99 
10 10 0 ....KLBB..KL.AA.K.G..JDDGHIJEEGHIFF. K98 L96 F97 H98 G99 D97 A97 J98 I99 E98 B99 
10 10 0 ....K..BB.KLAA..KLGHIJDDGHIJEEG.FF.. K98 L96 F97 H98 G99 D97 A97 J98 I99 E98 B99 
10 10 0 ...JKLBB.JKLAA..K.G...DDGHI.EEGHIFF. K98 L96 F97 H98 G99 D97 A97 J96 I99 E98 B99 
10 10 0 ....K.BBIJKLAAIJKLGH..DDGH..EEG.FF.. K98 L96 F97 H98 G99 D97 A97 J96 I99 E98 B99 
10 10 0 ...JK.BB.JKLAA..KLGH..DDGHI.EEG.IFF. K98 L96 F97 H98 G99 D97 A97 J96 I96 E98 B99 
10 10 0 ..IJKLBBIJKLG.AAK.GH.DD.GHEE.....FF. K98 L96 F97 H98 G99 D97 A97 J96 I96 E98 B99 
10 10 0 ..IJK.BBIJK.G.AAKLGH.DDLGH..EE..FF.. K98 L96 F97 H98 G99 D97 A97 J96 I96 E98 B99 
10 10 0 ..I.K.BBIJKL.AAJKLG...DDGHEE..GHFF.. K98 L96 F97 H98 G99 D97 A97 J96 I96 E98 B99 
10 10 0 ..I.K.BBIJKLAA.JKLG...DDGH.EE.GHFF.. K98 L96 F97 H98 G99 D97 A97 J96 I96 E99 B99 
10 10 0 ..I.K.BBIJKLAA.JKLG..DD.GH..EEGHFF.. K98 L96 F97 H98 G99 D97 A97 J96 I96 E99 B99 
10 10 0 ....K.BB.JKLAAIJKLG.I.DDGH..EEGHFF.. K98 L96 F97 H98 G99 D97 A97 J96 I98 E99 B99 
10 10 0 ..IJK.BBIJKL..AAKLGH.DD.GH..EEG...FF K98 L96 F97 H98 G99 D97 A97 J96 I98 E99 B99 
10 10 0 ....KLBBI.KLAAIJK.G..JDDGH..EEGHFF.. K98 L96 F97 H98 G99 D97 A97 J98 I98 E99 B99 
10 10 0 ..IJKLBBIJKL.AA.K.G...DDGH.EE.GH..FF K98 L96 F97 H98 G99 D97 A97 J98 I98 E99 B99 
10 10 0 ....KLBB..KLAAIJK.GHIJDDGH..EEG..FF. K98 L96 F97 H98 G99 D97 A97 J98 I98 E99 B99 
10 10 0 ..IJK.BBIJKLG.AAKLGH.DD.GH.EE...FF.. K98 L96 F98 H98 G99 D97 A97 J98 I98 E99 B99 
10 10 0 ..IJK.BBIJKLG.AAKLGH.DD.GH.EE....FF. K98 L96 F97 H98 G99 D97 A97 J98 I98 E99 B99 
10 10 0 ..IJK.BBIJKLG.AAKLGHDD..GHEE...FF... K98 L96 F99 H98 G99 D97 A97 J98 I98 E99 B99 
10 10 0 ..IJK.BBIJKLG.AAKLGHDD..GHEE......FF K98 L96 F96 H98 G99 D97 A97 J98 I98 E99 B99 
10 10 0 ..IJK.BBIJK.GAA.K.GH.DDLGH.EEL.FF... K98 L97 F96 H98 G99 D97 A97 J98 I98 E99 B99 
10 10 0 ..I.KLBBIJKLGAAJK.G..DD.GHEE...HFF.. K98 L97 F96 H98 G99 D97 A97 J98 I98 E99 B99 
10 10 0 ..IJK.BBIJKL.AA.KLGH.DD.GH.EE.GFF... K98 L97 F96 H98 G99 D97 A97 J98 I98 E99 B99 
10 10 0 ..IJK.BBIJK.G.AAKLGH.DDLGHEE..FF.... K98 L96 F96 H98 G99 D97 A97 J98 I98 E99 B99 
10 10 0 ..IJK.BBIJK.G.AAK.GHDD.LGHEE.LFF.... K98 L97 F96 H98 G99 D97 A97 J98 I98 E99 B99 
10 10 0 ...JK..BBJKLAAI.KLGHI.DDGH..EEGFF... K98 L97 F96 H98 G99 D97 A97 J96 I98 E99 B99 
10 10 0 ..I.K.BBI.KL.AAJKLG..JDDGH.EE.GH.FF. K98 L97 F96 H98 G99 D97 A97 J96 I98 E99 B99 
10 10 0 ..IJKLBBIJKLG.AAK.G..DD.GH..EE.H..FF K98 L97 F96 H98 G99 D97 A98 J96 I98 E99 B99 
10 10 0 ..I...BBIJKL.AAJKLGHDDK.GH..EEG...FF K98 L97 F96 H98 G99 D97 A98 J96 I98 E99 B99 
10 10 0 ..I.K.BBIJK.GAAJKLG.DD.LGH..EE.HFF.. K98 L96 F96 H98 G99 D97 A98 J96 I98 E99 B99 
10 10 0 ..I.K.BBI.K.GAA.KLGH.DDLGH.JEE...JFF K98 L96 F96 H98 G99 D97 A98 J96 I98 E99 B99 
10 10 0 ..I.KLBBI.KL.AA.K.GH.DD.GH.JEEG..JFF K98 L96 F96 H98 G99 D97 A98 J96 I98 E99 B99 
10 10 0 ..IJK.BBIJK.AA..KLGH.DDLGH..EEGFF... K98 L96 F96 H98 G99 D97 A98 J96 I98 E99 B99 
10 10 0 ..IJKLBBIJKLAA..K.GH..DDGH.EE.G.FF.. K98 L96 F98 H98 G99 D97 A98 J96 I98 E99 B99 
10 10 0 ..I.K.BBI.KLAA..KLG.DD..GH.JEEGH.JFF K98 L96 F98 H98 G99 D96 A98 J96 I98 E99 B99 
10 10 0 ....K.BBI.KLAAI.KLG...DDGH.JEEGH.JFF K98 L96 F98 H98 G99 D96 A98 J96 I99 E99 B99 
10 10 0 ..I.K.BBIJK.GAAJK.GHDD.LGHEE.L.FF... K98 L96 F99 H98 G99 D96 A98 J96 I99 E99 B99 
10 10 0 ...JKLBB.JKLAAI.K.GHIDD.GH..EEGFF... K98 L96 F99 H98 G99 D96 A98 J96 I98 E99 B99 
10 10 0 ....KL.BB.KL.AA.K.GHIDD.GHIJEEGFFJ.. K98 L96 F99 H98 G99 D96 A98 J96 I98 E99 B99 
10 10 0 ..I.KLBBIJKLGAAJK.G.DD..GHEE...H..FF K98 L96 F99 H98 G99 D96 A98 J96 I98 E98 B99 
10 10 0 ..IJKLBBIJKLGAA.K.G..DD.GH.EE..H.FF. K98 L96 F99 H98 G99 D97 A98 J96 I98 E98 B99 
10 10 0 ..I.KLBBIJKL.AAJK.G...DDGH.EE.GHFF.. K98 L96 F99 H98 G99 D97 A98 J96 I98 E99 B99 
10 10 0 ..IJKLBBIJKL..AAK.G...DDGH..EEGH.FF. K98 L96 F99 H98 G99 D97 A98 J96 I98 E99 B99 
10 10 0 ..I..LBBIJKLGAAJK.GHDDK.GH.EE....FF. K98 L96 F99 H98 G99 D97 A98 J96 I98 E99 B99 
10 10 0 ..I..LBBIJKLGAAJK.G.DDK.GH..EE.H.FF. K98 L96 F99 H98 G99 D97 A98 J96 I98 E99 B99 
10 10 0 ..I.KLBBI.KLAA.JK.GH.JDDGHEE..G.FF.. K98 L96 F99 H98 G99 D97 A98 J96 I98 E98 B99 
10 10 0 ....KLBB.JKLAA.JK.G.I.DDGHI.EEGHFF.. K98 L96 F99 H98 G99 D97 A98 J97 I98 E98 B99 
10 10 0 ..IJK.BBIJK.GAA.K.GHDD.LGHEE.L....FF K98 L95 F99 H98 G99 D97 A98 J97 I98 E98 B99 
10 10 0 ....KLBB..KL.AA.K.G.IJDDGHIJEEGHFF.. K98 L95 F99 H98 G99 D97 A97 J97 I98 E98 B99 
10 10 0 ..IJK.BBIJK.G.AAK.GHDD..GHEE.LFF...L K98 L96 F99 H98 G99 D97 A97 J97 I98 E98 B99 
10 10 0 ....KL.BB.KLAA..K.G.IJDDGHIJEEGHFF.. K98 L96 F99 H98 G99 D97 A97 J97 I98 E98 B99 
10 10 0 ..I...BBIJK.GAAJKLGHDDKLGH..EE....FF K98 L98 F99 H98 G99 D97 A97 J97 I98 E98 B99 
10 10 0 ....KL..BBKLAA..K.G.IJDDGHIJEEGHFF.. K98 L98 F99 H98 G99 D97 A97 J97 I98 E98 B98 
10 10 0 ....K..BB.K.G.AAKLGHIDDLGHIJEE.FFJ.. K98 L98 F99 H98 G98 D97 A97 J97 I98 E98 B98 
10 10 0 ..I..LBBIJKLGAAJK.GHDDK.GHEE....FF.. K98 L98 F99 H98 G98 D97 A97 J97 I98 E98 B98 
10 10 0 ....K.GBB.K.G.AAKLGHIDDL.HIJEE.FFJ.. K98 L98 F99 H98 G97 D97 A97 J97 I98 E98 B98 
10 10 0 ..I.K.BBIJKLGAAJKLG.DD..GH.EE..HFF.. K98 L98 F99 H98 G97 D96 A97 J97 I98 E98 B98 
10 10 0 ..I..LBBIJKL.AAJK.GHDDK.GH..EEG.FF.. K98 L98 F99 H98 G99 D96 A97 J97 I98 E98 B98 
10 10 0 ....KLBB..KLGAA.K.GHIDD.GHIJEE.FFJ.. K98 L98 F99 H98 G99 D96 A97 J97 I98 E98 B98 
10 10 0 ..IJKLBBIJKLGHAAK.GH..DDG.EE......FF K98 L98 F99 H98 G99 D96 A97 J97 I98 E98 B98 
10 10 0 ..IJKLBBIJKLGHAAK.GH.DD.G...EE.FF... K98 L98 F99 H98 G99 D96 A97 J97 I98 E98 B98 
10 10 0 ..IJ.LBBIJ.LGAA.K.GHDDK.GHEEK.....FF K97 L98 F99 H98 G99 D96 A97 J97 I98 E98 B98 
10 10 0 ..IJKLBBIJKL.AA.K.GHDD..GH.EE.G.FF.. K97 L98 F99 H98 G99 D96 A97 J97 I98 E99 B98 
10 10 0 ..IJK.BBIJKLGAA.KLG..DD.GHEE...H.FF. K97 L98 F99 H98 G99 D96 A97 J97 I98 E98 B98 
10 10 0 ..IJKLBBIJKL.AA.K.GH.DD.GH.EE.G..FF. K97 L98 F99 H98 G99 D96 A97 J97 I98 E99 B98 
10 10 0 ..IJK.BBIJK.GAA.KLGH.DDLGHEE.....FF. K97 L98 F99 H98 G99 D96 A97 J97 I98 E98 B98 
10 10 0 ..I.K.BBIJK.GAAJKLGH.DDLGHEE....FF.. K97 L98 F98 H98 G99 D96 A97 J97 I98 E98 B98 
10 10 0 ..IJKLBBIJKLG.AAK.G...DDGHEE...H.FF. K97 L98 F98 H98 G99 D96 A97 J97 I98 E98 B98 
10 10 0 ....KLBB..KL..AAK.GHIJDDGHIJEEGFF... K97 L98 F98 H98 G99 D96 A97 J99 I98 E98 B98 
10 10 0 ..I.KLBBIJKLAA.JK.GHDD..GH..EEG.FF.. K97 L98 F98 H98 G99 D96 A97 J99 I98 E98 B98 
10 10 0 ..IJK.BBIJK..AA.KLGH.DDLGH..EEG..FF. K97 L98 F98 H98 G99 D96 A97 J99 I98 E98 B98 
10 10 0 ..IJKLBBIJKL.AA.K.G...DDGHEE..GH.FF. K97 L98 F98 H98 G99 D96 A97 J99 I98 E98 B98 
10 10 0 ..IJK.BBIJK.GAA.K.GHDD.LGH.EEL..FF.. K97 L98 F98 H98 G99 D96 A97 J99 I98 E98 B98 
10 10 0 ....KLBB..KL.HAAK.GHI.DDG.IJEEGFFJ.. K97 L98 F98 H98 G99 D96 A97 J99 I98 E98 B98 
10 10 0 ....KLBB..KLG.AAK.GHI.DDGHIJEE.FFJ.. K97 L98 F98 H98 G98 D96 A97 J99 I98 E98 B98 
10 10 0 ....KL..BBKL..AAK.GHI.DDGHIJEEGFFJ.. K97 L98 F98 H98 G98 D96 A97 J99 I98 E98 B98 
10 10 0 ....KL.BBJKLAA.JK.GHI.DDGHI.EEGFF... K97 L98 F98 H98 G98 D96 A97 J97 I98 E98 B98 
10 10 0 ..IJK.BBIJK.GAA.K.GHDD..GH.EEL.FF..L K97 L98 F99 H98 G98 D96 A97 J97 I98 E98 B98 
10 10 0 ..IJK.BBIJK.GAA.K.GH..DDGH.EELFF...L K97 L98 F99 H98 G98 D94 A97 J97 I98 E98 B98 
10 10 0 ..IJK.BBIJKLGHAAKLGHDD..G...EE.FF... K97 L98 F99 H98 G98 D96 A97 J97 I98 E98 B98 
10 10 0 ....KLBB..KL.AAJK.GHIJDDGHI.EEGFF... K97 L98 F99 H98 G98 D96 A97 J97 I98 E98 B98 
10 10 0 ..IJK.BBIJKL.AA.KLG...DDGH.EE.GHFF.. K97 L98 F99 H98 G98 D96 A97 J97 I98 E99 B98 
10 10 0 ....KL..BBKLAA.JK.GHIJDDGHI.EEGFF... K97 L98 F99 H98 G98 D96 A97 J97 I98 E99 B98 
10 10 0 ..IJ.LBBIJKLGAA.K.GHDDK.GH.EE..FF... K97 L98 F99 H98 G98 D96 A97 J97 I98 E99 B98 
10 10 0 ..IJ.LBBIJKLGAA.K.GHDDK.GH.EE...FF.. K97 L98 F98 H98 G98 D96 A97 J97 I98 E99 B98 
10 10 0 ..I.K.BBIJK.GAAJK.GH.DDLGHEE.L...FF. K97 L97 F98 H98 G98 D96 A97 J97 I98 E99 B98 
10 10 0 ..I.KLBBI.KLGAA.K.GDDJ..GH.JEE.H..FF K97 L97 F98 H98 G98 D96 A99 J97 I98 E99 B98 
10 10 0 ..I.KLBBI.KL..AAK.GDDJ..GH.JEEGH..FF K97 L97 F98 H98 G99 D96 A99 J97 I98 E99 B98 
